peptide_id	target_name	target_role	target_uniprot	iptm_best	iptm_mean	iptm_std	ptm_best	iface_pae_best	n_samples	sec	is_shuffled	shuffle_k	err
281_962_460	GHR	decoy	P10912	0.368	0.311	0.102	0.672	21.94	5	7.9	0	-1	
281_962_460	GCGR	decoy	P47871	0.199	0.175	0.016	0.531	21.64	5	3.3	0	-1	
281_962_460	PTHR1	decoy	Q03431	0.089	0.078	0.011	0.389	27.92	5	4.6	0	-1	
091_457_993	IL10RA	receptor	Q13651	0.447	0.374	0.119	0.781	21.71	5	6.8	0	-1	
091_457_993	GLP1R	receptor	P43220	0.144	0.136	0.005	0.541	23.6	5	3.4	0	-1	
091_457_993	GPR35	receptor	Q9HC97	0.441	0.354	0.111	0.687	25.98	5	10.3	0	-1	
091_457_993	TNFRSF1B	receptor	P20333	0.167	0.157	0.006	0.539	26.48	5	6.9	0	-1	
091_457_993	IL6R	receptor	P08887	0.199	0.183	0.014	0.664	27.14	5	12.1	0	-1	
091_457_993	IL7R	receptor	P16871	0.179	0.147	0.022	0.713	26.19	5	6.3	0	-1	
091_457_993	EPOR	decoy	P19235	0.095	0.09	0.003	0.731	27.76	5	6.7	0	-1	
091_457_993	GHR	decoy	P10912	0.098	0.09	0.006	0.628	28.11	5	7.4	0	-1	
091_457_993	GCGR	decoy	P47871	0.14	0.126	0.01	0.529	22.8	5	3.3	0	-1	
091_457_993	PTHR1	decoy	Q03431	0.16	0.149	0.014	0.434	24.99	5	4.4	0	-1	
282_378_679	IL23R	receptor	Q5VWK5	0.26	0.221	0.056	0.628	27.0	5	12.3	0	-1	
282_378_679	FPR1	receptor	P21462	0.209	0.163	0.046	0.668	26.45	5	13.2	0	-1	
282_378_679	FPR2	receptor	P25090	0.243	0.223	0.014	0.703	24.94	5	13.2	0	-1	
282_378_679	IL10RA	receptor	Q13651	0.11	0.095	0.01	0.695	27.2	5	6.9	0	-1	
282_378_679	GLP1R	receptor	P43220	0.243	0.206	0.041	0.556	20.41	5	3.5	0	-1	
282_378_679	GPR35	receptor	Q9HC97	0.3	0.213	0.094	0.664	27.8	5	10.5	0	-1	
282_378_679	TNFRSF1B	receptor	P20333	0.171	0.153	0.011	0.514	26.6	5	7.5	0	-1	
282_378_679	IL6R	receptor	P08887	0.302	0.273	0.022	0.659	23.71	5	13.1	0	-1	
282_378_679	CXCR4	receptor	P61073	0.252	0.176	0.062	0.663	25.12	5	13.6	0	-1	
282_378_679	IL7R	receptor	P16871	0.171	0.138	0.04	0.684	25.06	5	7.0	0	-1	
282_378_679	EPOR	decoy	P19235	0.139	0.13	0.009	0.702	26.41	5	7.3	0	-1	
282_378_679	GHR	decoy	P10912	0.307	0.288	0.014	0.642	23.99	5	8.0	0	-1	
282_378_679	GCGR	decoy	P47871	0.333	0.323	0.009	0.578	16.34	5	3.3	0	-1	
282_378_679	PTHR1	decoy	Q03431	0.138	0.126	0.012	0.407	25.98	5	4.9	0	-1	
245_759_808	IL23R	receptor	Q5VWK5	0.201	0.144	0.031	0.649	26.55	5	13.4	0	-1	
245_759_808	FPR1	receptor	P21462	0.243	0.193	0.06	0.691	24.5	5	12.7	0	-1	
245_759_808	FPR2	receptor	P25090	0.395	0.335	0.051	0.729	20.24	5	13.3	0	-1	
245_759_808	IL10RA	receptor	Q13651	0.235	0.188	0.055	0.715	25.24	5	6.6	0	-1	
245_759_808	GLP1R	receptor	P43220	0.148	0.133	0.012	0.523	23.78	5	3.4	0	-1	
245_759_808	GPR35	receptor	Q9HC97	0.158	0.142	0.019	0.658	25.83	5	10.8	0	-1	
245_759_808	CCR6	receptor	P51684	0.262	0.191	0.082	0.643	24.64	5	14.0	0	-1	
245_759_808	TNFRSF1B	receptor	P20333	0.142	0.139	0.002	0.52	27.02	5	7.5	0	-1	
245_759_808	CXCR4	receptor	P61073	0.237	0.187	0.058	0.664	24.9	5	13.1	0	-1	
245_759_808	IL7R	receptor	P16871	0.142	0.103	0.022	0.685	26.05	5	7.0	0	-1	
245_759_808	EPOR	decoy	P19235	0.298	0.224	0.059	0.736	24.03	5	7.2	0	-1	
245_759_808	GHR	decoy	P10912	0.149	0.134	0.024	0.623	26.83	5	7.7	0	-1	
245_759_808	GCGR	decoy	P47871	0.136	0.12	0.012	0.518	23.76	5	3.3	0	-1	
245_759_808	PTHR1	decoy	Q03431	0.164	0.144	0.017	0.421	25.78	5	4.7	0	-1	
090_963_852	IL23R	receptor	Q5VWK5	0.204	0.174	0.019	0.685	26.06	5	10.6	0	-1	
090_963_852	FPR1	receptor	P21462	0.197	0.114	0.042	0.718	26.65	5	11.8	0	-1	
090_963_852	IL10RA	receptor	Q13651	0.103	0.091	0.009	0.763	27.16	5	5.6	0	-1	
090_963_852	GLP1R	receptor	P43220	0.158	0.141	0.011	0.562	22.85	5	2.8	0	-1	
090_963_852	GPR35	receptor	Q9HC97	0.131	0.111	0.024	0.708	27.17	5	9.8	0	-1	
090_963_852	TNFRSF1B	receptor	P20333	0.183	0.168	0.013	0.562	26.18	5	6.4	0	-1	
090_963_852	IL6R	receptor	P08887	0.117	0.096	0.017	0.654	28.68	5	11.0	0	-1	
090_963_852	CXCR4	receptor	P61073	0.132	0.095	0.021	0.66	28.33	5	12.0	0	-1	
090_963_852	IL7R	receptor	P16871	0.288	0.246	0.029	0.762	21.77	5	5.5	0	-1	
090_963_852	EPOR	decoy	P19235	0.097	0.086	0.008	0.755	27.37	5	6.2	0	-1	
090_963_852	GHR	decoy	P10912	0.082	0.072	0.006	0.632	29.22	5	6.9	0	-1	
090_963_852	GCGR	decoy	P47871	0.212	0.165	0.036	0.563	20.97	5	3.0	0	-1	
090_963_852	PTHR1	decoy	Q03431	0.181	0.166	0.011	0.432	24.32	5	4.0	0	-1	
271_016_088	IL23R	receptor	Q5VWK5	0.289	0.264	0.019	0.662	24.49	5	12.7	0	-1	
271_016_088	FPR1	receptor	P21462	0.235	0.212	0.014	0.682	24.95	5	13.7	0	-1	
271_016_088	FPR2	receptor	P25090	0.296	0.263	0.029	0.725	23.62	5	13.6	0	-1	
271_016_088	IL10RA	receptor	Q13651	0.216	0.167	0.034	0.694	26.2	5	7.2	0	-1	
271_016_088	GLP1R	receptor	P43220	0.268	0.237	0.026	0.585	21.31	5	3.7	0	-1	
271_016_088	GPR35	receptor	Q9HC97	0.13	0.119	0.01	0.657	28.06	5	10.8	0	-1	
271_016_088	TNFRSF1B	receptor	P20333	0.214	0.202	0.01	0.524	25.8	5	7.8	0	-1	
271_016_088	IL7R	receptor	P16871	0.186	0.153	0.025	0.678	24.92	5	7.3	0	-1	
271_016_088	EPOR	decoy	P19235	0.406	0.4	0.005	0.722	23.66	5	7.5	0	-1	
271_016_088	GHR	decoy	P10912	0.112	0.097	0.011	0.597	28.71	5	8.6	0	-1	
271_016_088	GCGR	decoy	P47871	0.167	0.127	0.022	0.52	23.44	5	3.6	0	-1	
271_016_088	PTHR1	decoy	Q03431	0.168	0.154	0.012	0.435	25.48	5	5.5	0	-1	
250_893_905	IL23R	receptor	Q5VWK5	0.178	0.157	0.012	0.651	27.19	5	11.8	0	-1	
250_893_905	FPR1	receptor	P21462	0.215	0.199	0.01	0.692	25.28	5	12.5	0	-1	
250_893_905	FPR2	receptor	P25090	0.263	0.235	0.018	0.734	24.23	5	12.4	0	-1	
250_893_905	IL10RA	receptor	Q13651	0.277	0.207	0.045	0.732	25.32	5	6.3	0	-1	
250_893_905	GLP1R	receptor	P43220	0.152	0.133	0.01	0.5	23.3	5	3.1	0	-1	
250_893_905	GPR35	receptor	Q9HC97	0.088	0.072	0.009	0.688	29.49	5	10.1	0	-1	
250_893_905	TNFRSF1B	receptor	P20333	0.185	0.169	0.009	0.537	25.85	5	6.8	0	-1	
250_893_905	IL7R	receptor	P16871	0.198	0.158	0.034	0.714	24.91	5	6.4	0	-1	
250_893_905	EPOR	decoy	P19235	0.144	0.111	0.026	0.725	26.22	5	6.8	0	-1	
250_893_905	GHR	decoy	P10912	0.095	0.091	0.003	0.61	28.09	5	7.5	0	-1	
250_893_905	GCGR	decoy	P47871	0.14	0.127	0.013	0.504	22.74	5	3.0	0	-1	
250_893_905	PTHR1	decoy	Q03431	0.145	0.13	0.014	0.427	25.55	5	4.5	0	-1	
283_116_393	FPR1	receptor	P21462	0.207	0.147	0.049	0.673	24.99	5	12.9	0	-1	
283_116_393	IL10RA	receptor	Q13651	0.12	0.092	0.02	0.717	27.59	5	6.7	0	-1	
283_116_393	GLP1R	receptor	P43220	0.102	0.085	0.014	0.481	25.85	5	3.2	0	-1	
283_116_393	GPR35	receptor	Q9HC97	0.094	0.086	0.005	0.676	28.23	5	10.5	0	-1	
283_116_393	CCR6	receptor	P51684	0.108	0.097	0.009	0.604	28.22	5	13.8	0	-1	
283_116_393	TNFRSF1B	receptor	P20333	0.122	0.11	0.007	0.518	28.07	5	7.3	0	-1	
283_116_393	IL6R	receptor	P08887	0.246	0.227	0.018	0.659	26.32	5	12.3	0	-1	
283_116_393	IL7R	receptor	P16871	0.117	0.098	0.014	0.687	27.21	5	6.8	0	-1	
283_116_393	EPOR	decoy	P19235	0.141	0.121	0.019	0.724	26.43	5	7.0	0	-1	
283_116_393	GHR	decoy	P10912	0.098	0.089	0.008	0.615	28.49	5	7.6	0	-1	
283_116_393	GCGR	decoy	P47871	0.137	0.126	0.008	0.493	23.74	5	3.2	0	-1	
283_116_393	PTHR1	decoy	Q03431	0.134	0.118	0.013	0.408	26.35	5	4.6	0	-1	
160_013_028	IL10RA	receptor	Q13651	0.09	0.083	0.005	0.753	27.15	5	5.5	0	-1	
160_013_028	GLP1R	receptor	P43220	0.132	0.111	0.024	0.548	23.48	5	3.0	0	-1	
160_013_028	GPR35	receptor	Q9HC97	0.255	0.22	0.054	0.683	27.89	5	9.7	0	-1	
160_013_028	TNFRSF1B	receptor	P20333	0.199	0.189	0.009	0.557	25.33	5	6.8	0	-1	
160_013_028	IL6R	receptor	P08887	0.095	0.09	0.006	0.651	29.63	5	11.6	0	-1	
160_013_028	CXCR4	receptor	P61073	0.242	0.227	0.008	0.698	25.13	5	12.0	0	-1	
160_013_028	IL7R	receptor	P16871	0.264	0.234	0.019	0.746	22.2	5	6.2	0	-1	
160_013_028	EPOR	decoy	P19235	0.121	0.103	0.019	0.751	26.61	5	6.3	0	-1	
160_013_028	GHR	decoy	P10912	0.098	0.085	0.012	0.624	28.43	5	6.9	0	-1	
160_013_028	GCGR	decoy	P47871	0.271	0.262	0.009	0.567	19.03	5	2.8	0	-1	
160_013_028	PTHR1	decoy	Q03431	0.173	0.162	0.009	0.437	24.34	5	4.0	0	-1	
185_428_454	IL23R	receptor	Q5VWK5	0.17	0.141	0.029	0.656	27.2	5	11.8	0	-1	
185_428_454	FPR1	receptor	P21462	0.296	0.261	0.032	0.695	23.71	5	12.7	0	-1	
185_428_454	FPR2	receptor	P25090	0.17	0.136	0.027	0.691	27.14	5	12.4	0	-1	
185_428_454	IL10RA	receptor	Q13651	0.155	0.112	0.022	0.722	26.61	5	6.6	0	-1	
185_428_454	GLP1R	receptor	P43220	0.147	0.141	0.005	0.509	23.57	5	3.2	0	-1	
185_428_454	GPR35	receptor	Q9HC97	0.34	0.291	0.071	0.712	21.36	5	10.3	0	-1	
185_428_454	TNFRSF1B	receptor	P20333	0.178	0.159	0.019	0.537	26.64	5	7.1	0	-1	
185_428_454	IL7R	receptor	P16871	0.165	0.151	0.014	0.701	25.83	5	6.7	0	-1	
185_428_454	EPOR	decoy	P19235	0.211	0.191	0.021	0.728	25.32	5	6.9	0	-1	
185_428_454	GHR	decoy	P10912	0.197	0.173	0.025	0.617	26.52	5	7.6	0	-1	
185_428_454	GCGR	decoy	P47871	0.155	0.136	0.015	0.487	22.38	5	3.1	0	-1	
185_428_454	PTHR1	decoy	Q03431	0.177	0.159	0.012	0.42	24.99	5	4.5	0	-1	
279_514_499	IL23R	receptor	Q5VWK5	0.113	0.103	0.008	0.675	28.32	5	10.7	0	-1	
279_514_499	FPR1	receptor	P21462	0.237	0.202	0.039	0.722	25.04	5	11.6	0	-1	
279_514_499	IL10RA	receptor	Q13651	0.094	0.084	0.007	0.764	27.58	5	5.5	0	-1	
279_514_499	GLP1R	receptor	P43220	0.098	0.091	0.009	0.525	25.62	5	2.9	0	-1	
279_514_499	GPR35	receptor	Q9HC97	0.079	0.072	0.004	0.713	29.79	5	9.7	0	-1	
279_514_499	TNFRSF1B	receptor	P20333	0.215	0.185	0.022	0.568	25.77	5	6.7	0	-1	
279_514_499	IL7R	receptor	P16871	0.178	0.144	0.03	0.747	24.48	5	6.2	0	-1	
279_514_499	EPOR	decoy	P19235	0.301	0.281	0.015	0.782	24.18	5	6.3	0	-1	
279_514_499	GHR	decoy	P10912	0.221	0.123	0.051	0.653	27.75	5	6.9	0	-1	
279_514_499	GCGR	decoy	P47871	0.142	0.13	0.01	0.514	23.2	5	2.8	0	-1	
279_514_499	PTHR1	decoy	Q03431	0.129	0.119	0.006	0.413	25.89	5	4.0	0	-1	
277_306_595	IL23R	receptor	Q5VWK5	0.16	0.143	0.011	0.646	27.77	5	11.8	0	-1	
277_306_595	IL10RA	receptor	Q13651	0.099	0.076	0.016	0.696	28.0	5	6.7	0	-1	
277_306_595	GLP1R	receptor	P43220	0.14	0.109	0.018	0.514	23.91	5	3.2	0	-1	
277_306_595	GPR35	receptor	Q9HC97	0.194	0.174	0.024	0.661	26.3	5	10.5	0	-1	
277_306_595	TNFRSF1B	receptor	P20333	0.147	0.121	0.019	0.519	27.33	5	7.4	0	-1	
277_306_595	IL7R	receptor	P16871	0.123	0.113	0.016	0.689	26.69	5	6.9	0	-1	
277_306_595	EPOR	decoy	P19235	0.155	0.119	0.032	0.713	25.84	5	7.0	0	-1	
277_306_595	GHR	decoy	P10912	0.17	0.152	0.01	0.601	27.32	5	7.7	0	-1	
277_306_595	GCGR	decoy	P47871	0.291	0.255	0.032	0.562	19.06	5	3.2	0	-1	
277_306_595	PTHR1	decoy	Q03431	0.214	0.211	0.004	0.446	23.67	5	4.6	0	-1	
088_140_236	IL23R	receptor	Q5VWK5	0.129	0.122	0.008	0.699	27.94	5	10.6	0	-1	
088_140_236	FPR1	receptor	P21462	0.333	0.308	0.015	0.755	23.02	5	11.0	0	-1	
088_140_236	FPR2	receptor	P25090	0.327	0.311	0.01	0.768	22.88	5	11.2	0	-1	
088_140_236	IL10RA	receptor	Q13651	0.094	0.082	0.009	0.785	26.92	5	5.7	0	-1	
088_140_236	GLP1R	receptor	P43220	0.101	0.093	0.006	0.569	25.16	5	2.7	0	-1	
088_140_236	GPR35	receptor	Q9HC97	0.078	0.069	0.009	0.721	29.67	5	9.4	0	-1	
088_140_236	TNFRSF1B	receptor	P20333	0.216	0.195	0.016	0.576	25.3	5	6.3	0	-1	
088_140_236	IL6R	receptor	P08887	0.166	0.136	0.017	0.68	27.24	5	10.7	0	-1	
088_140_236	CXCR4	receptor	P61073	0.382	0.352	0.038	0.734	21.85	5	10.9	0	-1	
088_140_236	IL7R	receptor	P16871	0.201	0.187	0.014	0.766	23.75	5	5.5	0	-1	
088_140_236	EPOR	decoy	P19235	0.257	0.2	0.046	0.796	24.18	5	6.0	0	-1	
088_140_236	GHR	decoy	P10912	0.114	0.095	0.016	0.667	27.52	5	6.7	0	-1	
088_140_236	GCGR	decoy	P47871	0.113	0.105	0.005	0.533	24.81	5	3.0	0	-1	
088_140_236	PTHR1	decoy	Q03431	0.157	0.151	0.007	0.432	25.88	5	3.6	0	-1	
281_056_366	IL23R	receptor	Q5VWK5	0.559	0.554	0.005	0.712	19.19	5	10.3	0	-1	
281_056_366	FPR1	receptor	P21462	0.27	0.25	0.016	0.71	23.59	5	11.0	0	-1	
281_056_366	FPR2	receptor	P25090	0.31	0.269	0.035	0.739	22.9	5	10.9	0	-1	
281_056_366	IL10RA	receptor	Q13651	0.086	0.075	0.009	0.775	27.41	5	5.4	0	-1	
281_056_366	GLP1R	receptor	P43220	0.144	0.132	0.01	0.538	23.75	5	2.7	0	-1	
281_056_366	GPR35	receptor	Q9HC97	0.209	0.192	0.018	0.723	25.07	5	9.1	0	-1	
281_056_366	TNFRSF1B	receptor	P20333	0.121	0.094	0.029	0.557	28.03	5	6.3	0	-1	
281_056_366	IL7R	receptor	P16871	0.253	0.234	0.021	0.764	22.22	5	5.4	0	-1	
281_056_366	EPOR	decoy	P19235	0.161	0.139	0.021	0.779	26.41	5	6.0	0	-1	
281_056_366	GHR	decoy	P10912	0.158	0.143	0.01	0.666	28.23	5	6.7	0	-1	
281_056_366	GCGR	decoy	P47871	0.187	0.178	0.006	0.524	20.77	5	2.6	0	-1	
281_056_366	PTHR1	decoy	Q03431	0.171	0.166	0.009	0.438	25.2	5	3.6	0	-1	
275_328_238	IL23R	receptor	Q5VWK5	0.547	0.532	0.014	0.688	19.33	5	12.7	0	-1	
275_328_238	IL10RA	receptor	Q13651	0.549	0.524	0.016	0.69	24.26	5	7.2	0	-1	
275_328_238	GLP1R	receptor	P43220	0.143	0.135	0.006	0.513	23.72	5	3.7	0	-1	
275_328_238	GPR35	receptor	Q9HC97	0.101	0.093	0.006	0.652	29.07	5	10.8	0	-1	
275_328_238	TNFRSF1B	receptor	P20333	0.19	0.146	0.03	0.502	27.92	5	7.8	0	-1	
275_328_238	IL6R	receptor	P08887	0.307	0.193	0.091	0.617	29.39	5	13.4	0	-1	
275_328_238	CXCR4	receptor	P61073	0.372	0.335	0.039	0.674	24.07	5	13.8	0	-1	
275_328_238	IL7R	receptor	P16871	0.136	0.107	0.026	0.658	27.04	5	7.3	0	-1	
275_328_238	EPOR	decoy	P19235	0.177	0.154	0.014	0.697	24.72	5	7.6	0	-1	
275_328_238	GHR	decoy	P10912	0.285	0.239	0.028	0.629	24.17	5	8.6	0	-1	
275_328_238	GCGR	decoy	P47871	0.223	0.146	0.041	0.492	22.37	5	3.6	0	-1	
275_328_238	PTHR1	decoy	Q03431	0.171	0.151	0.015	0.422	25.07	5	5.1	0	-1	
259_830_527	FPR1	receptor	P21462	0.258	0.242	0.011	0.752	24.29	5	11.9	0	-1	
259_830_527	FPR2	receptor	P25090	0.352	0.33	0.021	0.77	21.89	5	11.7	0	-1	
259_830_527	IL10RA	receptor	Q13651	0.083	0.073	0.006	0.752	28.1	5	5.6	0	-1	
259_830_527	GLP1R	receptor	P43220	0.16	0.149	0.012	0.535	22.84	5	2.9	0	-1	
259_830_527	GPR35	receptor	Q9HC97	0.145	0.116	0.03	0.738	27.43	5	9.4	0	-1	
259_830_527	TNFRSF1B	receptor	P20333	0.211	0.187	0.016	0.561	25.26	5	6.5	0	-1	
259_830_527	IL6R	receptor	P08887	0.298	0.254	0.051	0.677	24.58	5	11.7	0	-1	
259_830_527	CXCR4	receptor	P61073	0.301	0.262	0.039	0.722	24.01	5	12.0	0	-1	
259_830_527	IL7R	receptor	P16871	0.258	0.245	0.012	0.754	22.23	5	6.1	0	-1	
259_830_527	EPOR	decoy	P19235	0.271	0.245	0.019	0.774	23.2	5	6.3	0	-1	
259_830_527	GHR	decoy	P10912	0.168	0.131	0.022	0.655	26.66	5	7.0	0	-1	
259_830_527	GCGR	decoy	P47871	0.168	0.149	0.018	0.527	21.83	5	2.7	0	-1	
259_830_527	PTHR1	decoy	Q03431	0.199	0.183	0.024	0.442	24.7	5	4.1	0	-1	
286_121_916	IL23R	receptor	Q5VWK5	0.187	0.15	0.037	0.68	26.81	5	10.8	0	-1	
286_121_916	FPR1	receptor	P21462	0.291	0.262	0.032	0.727	23.38	5	11.7	0	-1	
286_121_916	IL10RA	receptor	Q13651	0.136	0.108	0.015	0.774	26.14	5	5.5	0	-1	
286_121_916	GLP1R	receptor	P43220	0.122	0.096	0.017	0.562	24.49	5	2.7	0	-1	
286_121_916	GPR35	receptor	Q9HC97	0.403	0.363	0.075	0.795	20.67	5	9.1	0	-1	
286_121_916	CCR6	receptor	P51684	0.171	0.144	0.039	0.664	27.42	5	12.7	0	-1	
286_121_916	TNFRSF1B	receptor	P20333	0.228	0.207	0.011	0.575	25.28	5	6.5	0	-1	
286_121_916	IL6R	receptor	P08887	0.154	0.141	0.011	0.668	27.67	5	11.0	0	-1	
286_121_916	CXCR4	receptor	P61073	0.331	0.271	0.048	0.718	23.07	5	11.8	0	-1	
286_121_916	IL7R	receptor	P16871	0.223	0.186	0.031	0.764	23.35	5	5.7	0	-1	
286_121_916	EPOR	decoy	P19235	0.206	0.18	0.022	0.779	24.82	5	6.2	0	-1	
286_121_916	GHR	decoy	P10912	0.166	0.151	0.017	0.679	25.97	5	6.9	0	-1	
286_121_916	GCGR	decoy	P47871	0.146	0.131	0.016	0.544	22.73	5	3.1	0	-1	
286_121_916	PTHR1	decoy	Q03431	0.146	0.128	0.013	0.44	25.49	5	4.0	0	-1	
281_517_745	IL10RA	receptor	Q13651	0.449	0.41	0.025	0.71	24.32	5	7.3	0	-1	
281_517_745	GLP1R	receptor	P43220	0.154	0.131	0.02	0.53	23.91	5	3.9	0	-1	
281_517_745	GPR35	receptor	Q9HC97	0.109	0.1	0.005	0.647	28.31	5	11.5	0	-1	
281_517_745	TNFRSF1B	receptor	P20333	0.157	0.142	0.011	0.507	26.95	5	7.9	0	-1	
281_517_745	IL7R	receptor	P16871	0.184	0.141	0.03	0.671	25.98	5	7.4	0	-1	
281_517_745	EPOR	decoy	P19235	0.156	0.119	0.023	0.694	25.88	5	7.6	0	-1	
281_517_745	GHR	decoy	P10912	0.115	0.104	0.007	0.595	28.37	5	8.7	0	-1	
281_517_745	GCGR	decoy	P47871	0.188	0.178	0.01	0.525	22.57	5	3.6	0	-1	
281_517_745	PTHR1	decoy	Q03431	0.225	0.19	0.044	0.423	26.01	5	5.2	0	-1	
281_687_286	IL23R	receptor	Q5VWK5	0.181	0.166	0.008	0.668	26.87	5	11.6	0	-1	
281_687_286	FPR1	receptor	P21462	0.184	0.131	0.028	0.704	26.92	5	12.7	0	-1	
281_687_286	FPR2	receptor	P25090	0.221	0.203	0.016	0.726	25.98	5	13.0	0	-1	
281_687_286	IL10RA	receptor	Q13651	0.388	0.27	0.132	0.746	24.85	5	6.6	0	-1	
281_687_286	GLP1R	receptor	P43220	0.079	0.071	0.006	0.481	27.41	5	3.2	0	-1	
281_687_286	GPR35	receptor	Q9HC97	0.093	0.078	0.016	0.68	29.45	5	10.5	0	-1	
281_687_286	TNFRSF1B	receptor	P20333	0.162	0.128	0.023	0.533	27.14	5	7.3	0	-1	
281_687_286	IL6R	receptor	P08887	0.152	0.142	0.009	0.647	27.77	5	12.3	0	-1	
281_687_286	CXCR4	receptor	P61073	0.365	0.351	0.007	0.703	24.87	5	12.7	0	-1	
281_687_286	IL7R	receptor	P16871	0.395	0.359	0.02	0.729	23.41	5	6.8	0	-1	
281_687_286	EPOR	decoy	P19235	0.181	0.152	0.019	0.731	26.24	5	6.9	0	-1	
281_687_286	GHR	decoy	P10912	0.1	0.089	0.015	0.611	28.43	5	7.6	0	-1	
281_687_286	GCGR	decoy	P47871	0.121	0.114	0.01	0.468	26.58	5	3.2	0	-1	
281_687_286	PTHR1	decoy	Q03431	0.109	0.1	0.011	0.396	28.13	5	4.6	0	-1	
277_273_517	FPR1	receptor	P21462	0.211	0.162	0.045	0.671	25.96	5	12.9	0	-1	
277_273_517	IL10RA	receptor	Q13651	0.149	0.139	0.011	0.714	24.69	5	6.7	0	-1	
277_273_517	GLP1R	receptor	P43220	0.191	0.167	0.022	0.579	21.86	5	3.3	0	-1	
277_273_517	GPR35	receptor	Q9HC97	0.152	0.122	0.018	0.685	27.24	5	10.5	0	-1	
277_273_517	TNFRSF1B	receptor	P20333	0.185	0.172	0.01	0.528	25.53	5	7.1	0	-1	
277_273_517	IL6R	receptor	P08887	0.182	0.168	0.011	0.626	27.81	5	12.6	0	-1	
277_273_517	IL7R	receptor	P16871	0.308	0.293	0.018	0.732	21.3	5	6.6	0	-1	
277_273_517	EPOR	decoy	P19235	0.147	0.118	0.015	0.715	25.71	5	7.0	0	-1	
277_273_517	GHR	decoy	P10912	0.302	0.24	0.069	0.662	23.55	5	7.7	0	-1	
277_273_517	GCGR	decoy	P47871	0.182	0.161	0.03	0.564	21.36	5	3.2	0	-1	
277_273_517	PTHR1	decoy	Q03431	0.184	0.137	0.032	0.474	24.76	5	5.1	0	-1	
269_063_389	IL23R	receptor	Q5VWK5	0.128	0.115	0.009	0.663	28.06	5	11.7	0	-1	
269_063_389	IL10RA	receptor	Q13651	0.067	0.063	0.004	0.725	29.07	5	6.3	0	-1	
269_063_389	GLP1R	receptor	P43220	0.093	0.079	0.009	0.492	25.65	5	3.1	0	-1	
269_063_389	GPR35	receptor	Q9HC97	0.098	0.083	0.01	0.691	29.09	5	10.0	0	-1	
269_063_389	TNFRSF1B	receptor	P20333	0.138	0.11	0.035	0.531	27.53	5	6.9	0	-1	
269_063_389	IL6R	receptor	P08887	0.241	0.198	0.03	0.668	25.79	5	12.2	0	-1	
269_063_389	CXCR4	receptor	P61073	0.18	0.168	0.007	0.673	26.85	5	12.5	0	-1	
269_063_389	IL7R	receptor	P16871	0.151	0.131	0.025	0.719	25.45	5	6.4	0	-1	
269_063_389	EPOR	decoy	P19235	0.141	0.119	0.013	0.74	26.45	5	6.8	0	-1	
269_063_389	GHR	decoy	P10912	0.105	0.099	0.004	0.627	28.39	5	7.5	0	-1	
269_063_389	GCGR	decoy	P47871	0.094	0.086	0.007	0.471	25.18	5	3.0	0	-1	
269_063_389	PTHR1	decoy	Q03431	0.142	0.13	0.011	0.406	26.29	5	4.4	0	-1	
285_131_582	IL23R	receptor	Q5VWK5	0.151	0.121	0.016	0.663	27.26	5	10.9	0	-1	
285_131_582	FPR1	receptor	P21462	0.294	0.254	0.037	0.735	23.23	5	12.1	0	-1	
285_131_582	FPR2	receptor	P25090	0.403	0.366	0.045	0.771	20.9	5	11.9	0	-1	
285_131_582	IL10RA	receptor	Q13651	0.303	0.248	0.073	0.769	25.99	5	6.1	0	-1	
285_131_582	GLP1R	receptor	P43220	0.127	0.115	0.009	0.531	24.2	5	3.0	0	-1	
285_131_582	GPR35	receptor	Q9HC97	0.096	0.075	0.016	0.725	29.24	5	9.8	0	-1	
285_131_582	TNFRSF1B	receptor	P20333	0.209	0.181	0.015	0.56	25.19	5	6.6	0	-1	
285_131_582	IL6R	receptor	P08887	0.137	0.132	0.003	0.656	28.0	5	11.9	0	-1	
285_131_582	CXCR4	receptor	P61073	0.236	0.194	0.024	0.714	25.36	5	12.2	0	-1	
285_131_582	IL7R	receptor	P16871	0.167	0.146	0.019	0.733	24.41	5	6.1	0	-1	
285_131_582	EPOR	decoy	P19235	0.298	0.293	0.005	0.779	23.69	5	6.6	0	-1	
285_131_582	GHR	decoy	P10912	0.192	0.18	0.009	0.663	25.54	5	7.2	0	-1	
285_131_582	GCGR	decoy	P47871	0.135	0.126	0.008	0.518	22.83	5	2.9	0	-1	
285_131_582	PTHR1	decoy	Q03431	0.243	0.225	0.032	0.464	23.6	5	4.3	0	-1	
127_099_529	IL23R	receptor	Q5VWK5	0.234	0.207	0.025	0.69	25.39	5	10.9	0	-1	
127_099_529	FPR1	receptor	P21462	0.297	0.28	0.014	0.749	23.28	5	12.1	0	-1	
127_099_529	FPR2	receptor	P25090	0.336	0.324	0.013	0.764	22.61	5	12.0	0	-1	
127_099_529	IL10RA	receptor	Q13651	0.413	0.391	0.018	0.772	22.31	5	6.1	0	-1	
127_099_529	GLP1R	receptor	P43220	0.163	0.151	0.012	0.526	22.68	5	3.0	0	-1	
127_099_529	GPR35	receptor	Q9HC97	0.135	0.123	0.011	0.735	27.24	5	9.7	0	-1	
127_099_529	TNFRSF1B	receptor	P20333	0.201	0.189	0.011	0.55	25.32	5	6.6	0	-1	
